Month,County,Fatalities,Events
2016-04,Nandi,0.0,0.0
2016-04,Narok,0.0,1.0
2016-04,Nyamira,0.0,0.0
2016-04,Nyandarua,0.0,0.0
2016-04,Nyeri,0.0,0.0
2016-04,Samburu,0.0,1.0
2016-04,Siaya,0.0,0.0
2016-04,Taita Taveta,0.0,0.0
2016-04,Tana River,0.0,0.0
2016-04,Tharaka-Nithi,0.0,0.0
2016-04,Trans Nzoia,0.0,0.0
2016-04,Turkana,0.0,0.0
2016-04,Uasin Gishu,0.0,1.0
2016-04,Vihiga,0.0,0.0
2016-04,Wajir,0.0,1.0
2016-04,West Pokot,0.0,0.0
2016-05,Baringo,0.0,0.0
2016-05,Bomet,0.0,0.0
2016-05,Bungoma,0.0,0.0
2016-05,Busia,0.0,0.0
2016-05,Elgeyo Marakwet,4.0,1.0
2016-05,Embu,0.0,0.0
2016-05,Garissa,10.0,1.0
2016-05,Homa Bay,0.0,1.0
2016-05,Isiolo,0.0,1.0
2016-05,Kajiado,0.0,0.0
2016-05,Kakamega,0.0,1.0
2016-05,Kericho,0.0,0.0
2016-05,Kiambu,0.0,0.0
2016-05,Kilifi,0.0,0.0
2016-05,Kirinyaga,0.0,0.0
2016-05,Kisii,0.0,1.0
2016-05,Kisumu,1.0,3.0
2016-05,Kitui,0.0,0.0
2016-05,Kwale,7.0,4.0
2016-05,Laikipia,0.0,0.0
2016-05,Lamu,0.0,0.0
2016-05,Machakos,0.0,0.0
2016-05,Makueni,0.0,0.0
2016-05,Mandera,0.0,0.0
2016-05,Marsabit,0.0,0.0
2016-05,Meru,0.0,0.0
2016-05,Migori,0.0,1.0
2016-05,Mombasa,0.0,1.0
2016-05,Muranga,0.0,0.0
2016-05,Nairobi,1.0,5.0
2016-05,Nakuru,0.0,1.0
2016-05,Nandi,0.0,0.0
2016-05,Narok,1.0,1.0
2016-05,Nyamira,0.0,0.0
2016-05,Nyandarua,0.0,0.0
2016-05,Nyeri,0.0,1.0
2016-05,Samburu,0.0,0.0
2016-05,Siaya,2.0,1.0
2016-05,Taita Taveta,0.0,0.0
2016-05,Tana River,0.0,0.0
2016-05,Tharaka-Nithi,0.0,0.0
2016-05,Trans Nzoia,0.0,0.0
2016-05,Turkana,0.0,0.0
2016-05,Uasin Gishu,0.0,0.0
2016-05,Vihiga,0.0,0.0
2016-05,Wajir,0.0,1.0
2016-05,West Pokot,0.0,0.0
2016-06,Baringo,0.0,0.0
2016-06,Bomet,0.0,0.0
2016-06,Bungoma,0.0,1.0
2016-06,Busia,0.0,0.0
2016-06,Elgeyo Marakwet,0.0,0.0
2016-06,Embu,0.0,0.0
2016-06,Garissa,1.0,1.0
2016-06,Homa Bay,0.0,0.0
2016-06,Isiolo,0.0,2.0
2016-06,Kajiado,0.0,0.0
2016-06,Kakamega,0.0,0.0
2016-06,Kericho,0.0,0.0
2016-06,Kiambu,1.0,1.0
2016-06,Kilifi,0.0,0.0
2016-06,Kirinyaga,0.0,0.0
2016-06,Kisii,1.0,2.0
2016-06,Kisumu,8.0,6.0
2016-06,Kitui,0.0,0.0
2016-06,Kwale,1.0,1.0
2016-06,Laikipia,0.0,0.0
2016-06,Lamu,10.0,3.0
2016-06,Machakos,0.0,1.0
2016-06,Makueni,0.0,0.0
2016-06,Mandera,11.0,5.0
2016-06,Marsabit,0.0,0.0
2016-06,Meru,0.0,0.0
2016-06,Migori,0.0,2.0
2016-06,Mombasa,0.0,0.0
2016-06,Muranga,0.0,0.0
2016-06,Nairobi,2.0,4.0
2016-06,Nakuru,0.0,2.0
2016-06,Nandi,2.0,1.0
2016-06,Narok,0.0,0.0
2016-06,Nyamira,0.0,0.0
2016-06,Nyandarua,0.0,0.0
2016-06,Nyeri,0.0,0.0
2016-06,Samburu,0.0,0.0
2016-06,Siaya,0.0,0.0
2016-06,Taita Taveta,0.0,0.0
2016-06,Tana River,0.0,0.0
2016-06,Tharaka-Nithi,0.0,0.0
2016-06,Trans Nzoia,0.0,0.0
2016-06,Turkana,0.0,0.0
2016-06,Uasin Gishu,0.0,1.0
2016-06,Vihiga,0.0,0.0
2016-06,Wajir,0.0,0.0
2016-06,West Pokot,0.0,0.0
2016-07,Baringo,0.0,0.0
2016-07,Bomet,0.0,0.0
2016-07,Bungoma,0.0,0.0
2016-07,Busia,0.0,1.0
2016-07,Elgeyo Marakwet,0.0,0.0
2016-07,Embu,0.0,0.0
2016-07,Garissa,0.0,0.0
2016-07,Homa Bay,0.0,0.0
2016-07,Isiolo,0.0,0.0
2016-07,Kajiado,0.0,0.0
2016-07,Kakamega,0.0,1.0
2016-07,Kericho,0.0,0.0
2016-07,Kiambu,0.0,0.0
2016-07,Kilifi,1.0,1.0
2016-07,Kirinyaga,1.0,3.0
2016-07,Kisii,0.0,1.0
2016-07,Kisumu,0.0,0.0
2016-07,Kitui,0.0,0.0
2016-07,Kwale,3.0,3.0
2016-07,Laikipia,0.0,0.0
2016-07,Lamu,1.0,5.0
2016-07,Machakos,0.0,0.0
2016-07,Makueni,0.0,1.0
2016-07,Mandera,7.0,2.0
2016-07,Marsabit,0.0,0.0
2016-07,Meru,0.0,0.0
2016-07,Migori,0.0,0.0
2016-07,Mombasa,2.0,2.0
2016-07,Muranga,0.0,0.0
2016-07,Nairobi,0.0,2.0
2016-07,Nakuru,0.0,0.0
2016-07,Nandi,0.0,0.0
2016-07,Narok,1.0,3.0
2016-07,Nyamira,0.0,0.0
2016-07,Nyandarua,0.0,0.0
2016-07,Nyeri,0.0,1.0
2016-07,Samburu,0.0,0.0
2016-07,Siaya,3.0,1.0
2016-07,Taita Taveta,0.0,0.0
2016-07,Tana River,0.0,0.0
2016-07,Tharaka-Nithi,0.0,0.0
2016-07,Trans Nzoia,0.0,0.0
2016-07,Turkana,0.0,0.0
2016-07,Uasin Gishu,0.0,1.0
2016-07,Vihiga,0.0,0.0
2016-07,Wajir,10.0,1.0
2016-07,West Pokot,6.0,1.0
2016-08,Baringo,0.0,0.0
2016-08,Bomet,0.0,0.0
2016-08,Bungoma,0.0,0.0
2016-08,Busia,0.0,0.0
2016-08,Elgeyo Marakwet,0.0,0.0
2016-08,Embu,0.0,1.0
2016-08,Garissa,0.0,0.0
2016-08,Homa Bay,0.0,0.0
2016-08,Isiolo,1.0,2.0
2016-08,Kajiado,0.0,0.0
2016-08,Kakamega,0.0,0.0
2016-08,Kericho,0.0,0.0
2016-08,Kiambu,1.0,2.0
2016-08,Kilifi,0.0,0.0
2016-08,Kirinyaga,0.0,2.0
2016-08,Kisii,0.0,1.0
2016-08,Kisumu,0.0,0.0
2016-08,Kitui,0.0,0.0
2016-08,Kwale,1.0,1.0
2016-08,Laikipia,1.0,1.0
2016-08,Lamu,1.0,2.0
2016-08,Machakos,0.0,1.0
2016-08,Makueni,0.0,0.0
2016-08,Mandera,0.0,0.0
2016-08,Marsabit,0.0,0.0
2016-08,Meru,0.0,1.0
2016-08,Migori,0.0,2.0
2016-08,Mombasa,2.0,1.0
2016-08,Muranga,0.0,0.0
2016-08,Nairobi,0.0,0.0
2016-08,Nakuru,0.0,1.0
2016-08,Nandi,0.0,0.0
2016-08,Narok,1.0,2.0
2016-08,Nyamira,0.0,0.0
2016-08,Nyandarua,0.0,0.0
2016-08,Nyeri,0.0,3.0
2016-08,Samburu,0.0,0.0
2016-08,Siaya,0.0,0.0
2016-08,Taita Taveta,0.0,0.0
2016-08,Tana River,0.0,0.0
2016-08,Tharaka-Nithi,0.0,0.0
2016-08,Trans Nzoia,0.0,0.0
2016-08,Turkana,0.0,0.0
2016-08,Uasin Gishu,0.0,0.0
2016-08,Vihiga,0.0,0.0
2016-08,Wajir,0.0,0.0
2016-08,West Pokot,0.0,0.0
2016-09,Baringo,0.0,0.0
2016-09,Bomet,0.0,0.0
2016-09,Bungoma,0.0,0.0
2016-09,Busia,0.0,0.0
2016-09,Elgeyo Marakwet,0.0,1.0
2016-09,Embu,0.0,2.0
2016-09,Garissa,7.0,2.0
2016-09,Homa Bay,0.0,0.0
2016-09,Isiolo,5.0,2.0
2016-09,Kajiado,0.0,1.0
2016-09,Kakamega,0.0,0.0
2016-09,Kericho,0.0,0.0
2016-09,Kiambu,0.0,0.0
2016-09,Kilifi,0.0,0.0
2016-09,Kirinyaga,0.0,1.0
2016-09,Kisii,0.0,1.0
2016-09,Kisumu,0.0,0.0
2016-09,Kitui,0.0,0.0
2016-09,Kwale,0.0,2.0
2016-09,Laikipia,0.0,0.0
2016-09,Lamu,0.0,0.0
2016-09,Machakos,0.0,0.0
2016-09,Makueni,0.0,0.0
2016-09,Mandera,4.0,1.0
2016-09,Marsabit,0.0,1.0
2016-09,Meru,0.0,1.0
2016-09,Migori,0.0,0.0
2016-09,Mombasa,4.0,3.0
2016-09,Muranga,0.0,0.0
2016-09,Nairobi,0.0,3.0
2016-09,Nakuru,0.0,2.0
2016-09,Nandi,0.0,0.0
2016-09,Narok,0.0,1.0
2016-09,Nyamira,0.0,2.0
2016-09,Nyandarua,0.0,0.0
2016-09,Nyeri,1.0,2.0
2016-09,Samburu,0.0,0.0
2016-09,Siaya,0.0,0.0
2016-09,Taita Taveta,0.0,0.0
2016-09,Tana River,0.0,0.0
2016-09,Tharaka-Nithi,0.0,0.0
2016-09,Trans Nzoia,1.0,2.0
2016-09,Turkana,0.0,0.0
2016-09,Uasin Gishu,0.0,2.0
2016-09,Vihiga,0.0,0.0
2016-09,Wajir,0.0,0.0
2016-09,West Pokot,0.0,0.0
2016-10,Baringo,1.0,1.0
2016-10,Bomet,0.0,0.0
2016-10,Bungoma,0.0,1.0
2016-10,Busia,0.0,1.0
2016-10,Elgeyo Marakwet,0.0,0.0
2016-10,Embu,0.0,0.0
2016-10,Garissa,0.0,1.0
2016-10,Homa Bay,0.0,0.0
2016-10,Isiolo,0.0,1.0
2016-10,Kajiado,0.0,0.0
2016-10,Kakamega,0.0,3.0
2016-10,Kericho,0.0,0.0
2016-10,Kiambu,0.0,0.0
2016-10,Kilifi,0.0,0.0
2016-10,Kirinyaga,0.0,0.0
2016-10,Kisii,1.0,4.0
2016-10,Kisumu,1.0,2.0
2016-10,Kitui,0.0,0.0
2016-10,Kwale,0.0,0.0
2016-10,Laikipia,0.0,0.0
2016-10,Lamu,0.0,0.0
2016-10,Machakos,0.0,0.0
2016-10,Makueni,0.0,0.0
2016-10,Mandera,19.0,4.0
2016-10,Marsabit,0.0,0.0
2016-10,Meru,1.0,1.0
2016-10,Migori,0.0,0.0
2016-10,Mombasa,0.0,2.0
2016-10,Muranga,0.0,1.0
2016-10,Nairobi,1.0,5.0
2016-10,Nakuru,1.0,2.0
2016-10,Nandi,0.0,0.0
2016-10,Narok,0.0,0.0
2016-10,Nyamira,0.0,0.0
2016-10,Nyandarua,0.0,0.0
2016-10,Nyeri,0.0,2.0
2016-10,Samburu,0.0,1.0
2016-10,Siaya,0.0,0.0
2016-10,Taita Taveta,0.0,0.0
2016-10,Tana River,0.0,5.0
2016-10,Tharaka-Nithi,0.0,1.0
2016-10,Trans Nzoia,0.0,0.0
2016-10,Turkana,0.0,1.0
2016-10,Uasin Gishu,0.0,0.0
2016-10,Vihiga,0.0,0.0
2016-10,Wajir,0.0,0.0
2016-10,West Pokot,0.0,0.0
2016-11,Baringo,0.0,1.0
2016-11,Bomet,0.0,1.0
2016-11,Bungoma,0.0,0.0
2016-11,Busia,1.0,1.0
2016-11,Elgeyo Marakwet,0.0,0.0
2016-11,Embu,0.0,0.0
2016-11,Garissa,0.0,2.0
2016-11,Homa Bay,0.0,0.0
2016-11,Isiolo,0.0,1.0
2016-11,Kajiado,0.0,0.0
2016-11,Kakamega,0.0,0.0
2016-11,Kericho,0.0,0.0
2016-11,Kiambu,0.0,0.0
2016-11,Kilifi,0.0,0.0
2016-11,Kirinyaga,0.0,0.0
2016-11,Kisii,1.0,1.0
2016-11,Kisumu,3.0,3.0
2016-11,Kitui,0.0,0.0
2016-11,Kwale,0.0,0.0
2016-11,Laikipia,0.0,0.0
2016-11,Lamu,0.0,0.0
2016-11,Machakos,0.0,0.0
2016-11,Makueni,0.0,0.0
2016-11,Mandera,4.0,3.0
2016-11,Marsabit,0.0,0.0
2016-11,Meru,1.0,2.0
2016-11,Migori,0.0,1.0
2016-11,Mombasa,0.0,1.0
2016-11,Muranga,0.0,0.0
2016-11,Nairobi,0.0,4.0
2016-11,Nakuru,0.0,0.0
2016-11,Nandi,0.0,1.0
2016-11,Narok,0.0,0.0
2016-11,Nyamira,0.0,0.0
2016-11,Nyandarua,0.0,0.0
2016-11,Nyeri,0.0,2.0
2016-11,Samburu,0.0,0.0
2016-11,Siaya,0.0,0.0
2016-11,Taita Taveta,0.0,0.0
2016-11,Tana River,0.0,0.0
2016-11,Tharaka-Nithi,0.0,2.0
2016-11,Trans Nzoia,0.0,0.0
2016-11,Turkana,1.0,1.0
2016-11,Uasin Gishu,0.0,0.0
2016-11,Vihiga,0.0,1.0
2016-11,Wajir,6.0,3.0
2016-11,West Pokot,0.0,0.0
2016-12,Baringo,0.0,2.0
2016-12,Bomet,0.0,0.0
2016-12,Bungoma,0.0,0.0
2016-12,Busia,0.0,1.0
2016-12,Elgeyo Marakwet,3.0,3.0
2016-12,Embu,0.0,0.0
2016-12,Garissa,8.0,2.0
2016-12,Homa Bay,0.0,0.0
2016-12,Isiolo,0.0,0.0
2016-12,Kajiado,0.0,0.0
2016-12,Kakamega,0.0,0.0
2016-12,Kericho,0.0,0.0
2016-12,Kiambu,0.0,0.0
2016-12,Kilifi,1.0,1.0
2016-12,Kirinyaga,0.0,0.0
2016-12,Kisii,0.0,0.0
2016-12,Kisumu,0.0,1.0
2016-12,Kitui,4.0,4.0
2016-12,Kwale,1.0,1.0
2016-12,Laikipia,0.0,0.0
2016-12,Lamu,0.0,0.0
2016-12,Machakos,0.0,0.0
2016-12,Makueni,0.0,0.0
2016-12,Mandera,0.0,1.0
2016-12,Marsabit,0.0,0.0
2016-12,Meru,0.0,1.0
2016-12,Migori,0.0,1.0
2016-12,Mombasa,0.0,0.0
2016-12,Muranga,0.0,0.0
2016-12,Nairobi,0.0,2.0
2016-12,Nakuru,0.0,2.0
2016-12,Nandi,0.0,0.0
2016-12,Narok,12.0,6.0
2016-12,Nyamira,0.0,1.0
2016-12,Nyandarua,0.0,1.0
2016-12,Nyeri,0.0,2.0
2016-12,Samburu,0.0,0.0
2016-12,Siaya,0.0,0.0
2016-12,Taita Taveta,0.0,1.0
2016-12,Tana River,0.0,0.0
2016-12,Tharaka-Nithi,0.0,0.0
2016-12,Trans Nzoia,0.0,0.0
2016-12,Turkana,2.0,2.0
2016-12,Uasin Gishu,0.0,0.0
2016-12,Vihiga,0.0,0.0
2016-12,Wajir,2.0,1.0
2016-12,West Pokot,0.0,0.0
2017-01,Baringo,0.0,0.0
2017-01,Bomet,1.0,1.0
2017-01,Bungoma,0.0,0.0
2017-01,Busia,0.0,0.0
2017-01,Elgeyo Marakwet,0.0,1.0
2017-01,Embu,0.0,0.0
2017-01,Garissa,0.0,0.0
2017-01,Homa Bay,2.0,1.0
2017-01,Isiolo,0.0,1.0
2017-01,Kajiado,0.0,0.0
2017-01,Kakamega,0.0,0.0
2017-01,Kericho,0.0,0.0
2017-01,Kiambu,0.0,0.0
2017-01,Kilifi,0.0,0.0
2017-01,Kirinyaga,0.0,1.0
2017-01,Kisii,0.0,0.0
2017-01,Kisumu,3.0,2.0
2017-01,Kitui,1.0,3.0
2017-01,Kwale,0.0,0.0
2017-01,Laikipia,0.0,1.0
2017-01,Lamu,0.0,0.0
2017-01,Machakos,0.0,1.0
2017-01,Makueni,0.0,0.0
2017-01,Mandera,12.0,2.0
2017-01,Marsabit,0.0,0.0
2017-01,Meru,0.0,0.0
2017-01,Migori,0.0,0.0
2017-01,Mombasa,0.0,2.0
2017-01,Muranga,0.0,0.0
2017-01,Nairobi,2.0,4.0
2017-01,Nakuru,0.0,1.0
2017-01,Nandi,0.0,0.0
2017-01,Narok,1.0,2.0
2017-01,Nyamira,2.0,1.0
2017-01,Nyandarua,0.0,0.0
2017-01,Nyeri,0.0,0.0
2017-01,Samburu,0.0,0.0
2017-01,Siaya,0.0,0.0
2017-01,Taita Taveta,0.0,0.0
2017-01,Tana River,0.0,0.0
2017-01,Tharaka-Nithi,0.0,0.0
2017-01,Trans Nzoia,0.0,0.0
2017-01,Turkana,3.0,1.0
2017-01,Uasin Gishu,0.0,0.0
2017-01,Vihiga,0.0,0.0
2017-01,Wajir,0.0,0.0
2017-01,West Pokot,0.0,0.0
2017-02,Baringo,16.0,7.0
2017-02,Bomet,0.0,0.0
2017-02,Bungoma,3.0,1.0
2017-02,Busia,0.0,0.0
2017-02,Elgeyo Marakwet,0.0,1.0
2017-02,Embu,0.0,0.0
2017-02,Garissa,3.0,2.0
2017-02,Homa Bay,0.0,0.0
2017-02,Isiolo,0.0,0.0
2017-02,Kajiado,0.0,0.0
2017-02,Kakamega,0.0,0.0
2017-02,Kericho,0.0,0.0
2017-02,Kiambu,4.0,1.0
2017-02,Kilifi,0.0,1.0
2017-02,Kirinyaga,0.0,1.0
2017-02,Kisii,0.0,1.0
2017-02,Kisumu,0.0,0.0
2017-02,Kitui,0.0,0.0
2017-02,Kwale,1.0,1.0
2017-02,Laikipia,0.0,3.0
2017-02,Lamu,0.0,0.0
2017-02,Machakos,3.0,1.0
2017-02,Makueni,1.0,1.0
2017-02,Mandera,0.0,0.0
2017-02,Marsabit,0.0,0.0
2017-02,Meru,0.0,1.0
2017-02,Migori,0.0,0.0
2017-02,Mombasa,0.0,0.0
2017-02,Muranga,0.0,0.0
2017-02,Nairobi,0.0,6.0
2017-02,Nakuru,1.0,4.0
2017-02,Nandi,0.0,0.0
2017-02,Narok,0.0,3.0
2017-02,Nyamira,0.0,0.0
2017-02,Nyandarua,1.0,3.0
2017-02,Nyeri,0.0,0.0
2017-02,Samburu,0.0,2.0
2017-02,Siaya,0.0,0.0
2017-02,Taita Taveta,0.0,0.0
2017-02,Tana River,0.0,1.0
2017-02,Tharaka-Nithi,0.0,0.0
2017-02,Trans Nzoia,0.0,0.0
2017-02,Turkana,2.0,3.0
2017-02,Uasin Gishu,0.0,0.0
2017-02,Vihiga,0.0,0.0
2017-02,Wajir,0.0,0.0
2017-02,West Pokot,0.0,0.0
2017-03,Baringo,15.0,7.0
2017-03,Bomet,0.0,0.0
2017-03,Bungoma,0.0,0.0
2017-03,Busia,0.0,0.0
2017-03,Elgeyo Marakwet,0.0,0.0
2017-03,Embu,0.0,0.0
2017-03,Garissa,1.0,3.0
2017-03,Homa Bay,0.0,2.0
2017-03,Isiolo,18.0,4.0
2017-03,Kajiado,0.0,1.0
2017-03,Kakamega,0.0,0.0
2017-03,Kericho,0.0,0.0
2017-03,Kiambu,0.0,0.0
2017-03,Kilifi,0.0,1.0
2017-03,Kirinyaga,0.0,0.0
2017-03,Kisii,0.0,1.0
2017-03,Kisumu,0.0,3.0
2017-03,Kitui,0.0,1.0
2017-03,Kwale,0.0,0.0
2017-03,Laikipia,2.0,5.0
2017-03,Lamu,3.0,2.0
2017-03,Machakos,0.0,0.0
2017-03,Makueni,0.0,0.0
2017-03,Mandera,2.0,8.0
2017-03,Marsabit,0.0,0.0
2017-03,Meru,0.0,0.0
2017-03,Migori,0.0,0.0
2017-03,Mombasa,0.0,1.0
2017-03,Muranga,1.0,2.0
2017-03,Nairobi,4.0,8.0
2017-03,Nakuru,0.0,1.0
2017-03,Nandi,0.0,0.0
2017-03,Narok,0.0,0.0
2017-03,Nyamira,0.0,0.0
2017-03,Nyandarua,0.0,0.0
2017-03,Nyeri,2.0,2.0
2017-03,Samburu,13.0,2.0
2017-03,Siaya,0.0,3.0
2017-03,Taita Taveta,0.0,0.0
2017-03,Tana River,2.0,1.0
2017-03,Tharaka-Nithi,0.0,0.0
2017-03,Trans Nzoia,0.0,0.0
2017-03,Turkana,0.0,0.0
2017-03,Uasin Gishu,0.0,0.0
2017-03,Vihiga,0.0,0.0
2017-03,Wajir,0.0,0.0
2017-03,West Pokot,0.0,1.0
2017-04,Baringo,13.0,5.0
2017-04,Bomet,0.0,0.0
2017-04,Bungoma,0.0,3.0
2017-04,Busia,1.0,4.0
2017-04,Elgeyo Marakwet,6.0,3.0
2017-04,Embu,0.0,2.0
2017-04,Garissa,0.0,0.0
2017-04,Homa Bay,1.0,7.0
2017-04,Isiolo,0.0,0.0
2017-04,Kajiado,0.0,1.0
2017-04,Kakamega,0.0,1.0
2017-04,Kericho,0.0,1.0
2017-04,Kiambu,0.0,7.0
2017-04,Kilifi,0.0,1.0
2017-04,Kirinyaga,0.0,3.0
2017-04,Kisii,0.0,3.0
2017-04,Kisumu,0.0,6.0
2017-04,Kitui,0.0,0.0
2017-04,Kwale,0.0,1.0
2017-04,Laikipia,8.0,10.0
2017-04,Lamu,3.0,1.0
2017-04,Machakos,0.0,0.0
2017-04,Makueni,0.0,0.0
2017-04,Mandera,2.0,2.0
2017-04,Marsabit,5.0,2.0
2017-04,Meru,0.0,2.0
2017-04,Migori,0.0,6.0
2017-04,Mombasa,2.0,9.0
2017-04,Muranga,0.0,1.0
2017-04,Nairobi,2.0,18.0
2017-04,Nakuru,2.0,10.0
2017-04,Nandi,0.0,1.0
2017-04,Narok,0.0,0.0
2017-04,Nyamira,0.0,3.0
2017-04,Nyandarua,0.0,2.0
2017-04,Nyeri,0.0,3.0
2017-04,Samburu,0.0,1.0
2017-04,Siaya,0.0,0.0
2017-04,Taita Taveta,2.0,3.0
2017-04,Tana River,3.0,2.0
2017-04,Tharaka-Nithi,0.0,1.0
2017-04,Trans Nzoia,0.0,2.0
2017-04,Turkana,1.0,1.0
2017-04,Uasin Gishu,0.0,2.0
2017-04,Vihiga,0.0,0.0
2017-04,Wajir,0.0,1.0
2017-04,West Pokot,8.0,3.0
2017-05,Baringo,5.0,4.0
2017-05,Bomet,0.0,1.0
2017-05,Bungoma,1.0,2.0
2017-05,Busia,0.0,0.0
2017-05,Elgeyo Marakwet,0.0,1.0
2017-05,Embu,0.0,1.0
2017-05,Garissa,25.0,8.0
2017-05,Homa Bay,0.0,2.0
2017-05,Isiolo,11.0,3.0
2017-05,Kajiado,0.0,0.0
2017-05,Kakamega,0.0,5.0
2017-05,Kericho,0.0,1.0
2017-05,Kiambu,0.0,1.0
2017-05,Kilifi,0.0,1.0
2017-05,Kirinyaga,0.0,1.0
2017-05,Kisii,0.0,1.0
2017-05,Kisumu,0.0,3.0
2017-05,Kitui,4.0,4.0
2017-05,Kwale,0.0,0.0
2017-05,Laikipia,0.0,3.0
2017-05,Lamu,10.0,3.0
2017-05,Machakos,1.0,1.0
2017-05,Makueni,0.0,0.0
2017-05,Mandera,13.0,8.0
2017-05,Marsabit,0.0,1.0
2017-05,Meru,0.0,1.0
2017-05,Migori,0.0,0.0
2017-05,Mombasa,0.0,1.0
2017-05,Muranga,0.0,0.0
2017-05,Nairobi,1.0,12.0
2017-05,Nakuru,1.0,3.0
2017-05,Nandi,0.0,0.0
2017-05,Narok,0.0,0.0
2017-05,Nyamira,0.0,0.0
2017-05,Nyandarua,1.0,7.0
2017-05,Nyeri,0.0,4.0
2017-05,Samburu,6.0,2.0
2017-05,Siaya,1.0,1.0
2017-05,Taita Taveta,0.0,2.0
2017-05,Tana River,4.0,2.0
2017-05,Tharaka-Nithi,0.0,2.0
2017-05,Trans Nzoia,0.0,0.0
2017-05,Turkana,1.0,2.0
2017-05,Uasin Gishu,3.0,2.0
2017-05,Vihiga,0.0,0.0
2017-05,Wajir,0.0,1.0
2017-05,West Pokot,0.0,0.0
2017-06,Baringo,3.0,4.0
2017-06,Bomet,0.0,0.0
2017-06,Bungoma,0.0,0.0
2017-06,Busia,0.0,0.0
2017-06,Elgeyo Marakwet,2.0,3.0
2017-06,Embu,0.0,0.0
2017-06,Garissa,3.0,2.0
2017-06,Homa Bay,0.0,0.0
2017-06,Isiolo,5.0,1.0
2017-06,Kajiado,0.0,0.0
2017-06,Kakamega,0.0,1.0
2017-06,Kericho,0.0,0.0
2017-06,Kiambu,0.0,2.0
2017-06,Kilifi,0.0,0.0
2017-06,Kirinyaga,0.0,0.0
2017-06,Kisii,0.0,2.0
2017-06,Kisumu,0.0,4.0
2017-06,Kitui,0.0,1.0
2017-06,Kwale,0.0,0.0
2017-06,Laikipia,0.0,1.0
2017-06,Lamu,8.0,3.0
2017-06,Machakos,0.0,0.0
2017-06,Makueni,0.0,0.0
2017-06,Mandera,16.0,5.0
2017-06,Marsabit,2.0,2.0
2017-06,Meru,0.0,2.0
2017-06,Migori,0.0,1.0
2017-06,Mombasa,3.0,2.0
2017-06,Muranga,0.0,1.0
2017-06,Nairobi,1.0,8.0
2017-06,Nakuru,0.0,1.0
2017-06,Nandi,0.0,1.0
2017-06,Narok,0.0,0.0
2017-06,Nyamira,0.0,1.0
2017-06,Nyandarua,0.0,0.0
2017-06,Nyeri,1.0,3.0
2017-06,Samburu,0.0,2.0
2017-06,Siaya,0.0,1.0
2017-06,Taita Taveta,0.0,1.0
2017-06,Tana River,0.0,0.0
2017-06,Tharaka-Nithi,0.0,1.0
2017-06,Trans Nzoia,1.0,1.0
2017-06,Turkana,8.0,2.0
2017-06,Uasin Gishu,0.0,1.0
2017-06,Vihiga,0.0,0.0
2017-06,Wajir,9.0,2.0
2017-06,West Pokot,0.0,1.0
2017-07,Baringo,7.0,5.0
2017-07,Bomet,0.0,0.0
2017-07,Bungoma,1.0,1.0
2017-07,Busia,0.0,0.0
2017-07,Elgeyo Marakwet,1.0,2.0
2017-07,Embu,0.0,2.0
2017-07,Garissa,10.0,4.0
2017-07,Homa Bay,0.0,2.0
2017-07,Isiolo,3.0,1.0
2017-07,Kajiado,0.0,0.0
2017-07,Kakamega,0.0,0.0
2017-07,Kericho,0.0,0.0
2017-07,Kiambu,4.0,5.0
2017-07,Kilifi,0.0,1.0
2017-07,Kirinyaga,0.0,2.0
2017-07,Kisii,0.0,4.0
2017-07,Kisumu,0.0,2.0
2017-07,Kitui,0.0,0.0
2017-07,Kwale,0.0,0.0
2017-07,Laikipia,7.0,4.0
2017-07,Lamu,25.0,9.0
2017-07,Machakos,0.0,0.0
2017-07,Makueni,0.0,1.0
2017-07,Mandera,6.0,4.0
2017-07,Marsabit,0.0,1.0
2017-07,Meru,21.0,8.0
2017-07,Migori,0.0,0.0
2017-07,Mombasa,1.0,5.0
2017-07,Muranga,0.0,0.0
2017-07,Nairobi,2.0,10.0
2017-07,Nakuru,0.0,0.0
2017-07,Nandi,0.0,0.0
2017-07,Narok,0.0,1.0
2017-07,Nyamira,0.0,0.0
2017-07,Nyandarua,1.0,1.0
2017-07,Nyeri,0.0,3.0
2017-07,Samburu,3.0,2.0
2017-07,Siaya,0.0,2.0
2017-07,Taita Taveta,0.0,0.0
2017-07,Tana River,0.0,0.0
2017-07,Tharaka-Nithi,0.0,0.0
2017-07,Trans Nzoia,0.0,0.0
2017-07,Turkana,0.0,0.0
2017-07,Uasin Gishu,4.0,3.0
2017-07,Vihiga,0.0,0.0
2017-07,Wajir,0.0,0.0
2017-07,West Pokot,0.0,0.0
2017-08,Baringo,0.0,0.0
2017-08,Bomet,0.0,0.0
2017-08,Bungoma,0.0,0.0
2017-08,Busia,0.0,2.0
2017-08,Elgeyo Marakwet,1.0,2.0
2017-08,Embu,0.0,1.0
2017-08,Garissa,5.0,8.0
2017-08,Homa Bay,2.0,4.0
2017-08,Isiolo,0.0,0.0
2017-08,Kajiado,0.0,0.0
2017-08,Kakamega,0.0,0.0
2017-08,Kericho,0.0,1.0
2017-08,Kiambu,3.0,3.0
2017-08,Kilifi,1.0,1.0
2017-08,Kirinyaga,0.0,0.0
2017-08,Kisii,1.0,3.0
2017-08,Kisumu,19.0,17.0
2017-08,Kitui,0.0,3.0
