County,geographic_unit_full_name,IPC,Month,in_Phase3+
Matuga,"Coastal Marginal Agricultural Mixed Farming Zone, Matuga, Kwale, Kenya",2.0,2021-02,0
Matuga,"Coastal Marginal Agricultural Mixed Farming Zone, Matuga, Kwale, Kenya",2.0,2021-06,0
Matuga,"Coastal Marginal Agricultural Mixed Farming Zone, Matuga, Kwale, Kenya",2.0,2021-10,0
Matuga,"Coastal Marginal Agricultural Mixed Farming Zone, Matuga, Kwale, Kenya",2.0,2022-02,0
Matuga,"Coastal Marginal Agricultural Mixed Farming Zone, Matuga, Kwale, Kenya",2.0,2022-06,0
Matuga,"Coastal Marginal Agricultural Mixed Farming Zone, Matuga, Kwale, Kenya",2.0,2022-10,0
Matuga,"Coastal Marginal Agricultural Mixed Farming Zone, Matuga, Kwale, Kenya",2.0,2023-02,0
Matuga,"Coastal Marginal Agricultural Mixed Farming Zone, Matuga, Kwale, Kenya",2.0,2023-06,0
Matuga,"Coastal Marginal Agricultural Mixed Farming Zone, Matuga, Kwale, Kenya",2.0,2023-10,0
Matuga,"Coastal Marginal Agricultural Mixed Farming Zone, Matuga, Kwale, Kenya",2.0,2024-02,0
Matuga,"Coastal Marginal Agricultural Mixed Farming Zone, Matuga, Kwale, Kenya",2.0,2024-06,0
Matuga,"Coastal Marginal Agricultural Mixed Farming Zone, Matuga, Kwale, Kenya",2.0,2024-10,0
Matuga,"Coastal Marginal Agricultural Mixed Farming Zone, Matuga, Kwale, Kenya",2.0,2025-10,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",1.0,2016-06,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",1.0,2016-10,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2017-02,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2017-06,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2017-10,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",1.0,2018-02,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",1.0,2018-06,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",1.0,2018-12,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",1.0,2019-02,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2019-06,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2019-10,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2020-02,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2020-06,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2020-10,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2021-02,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2021-06,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2021-10,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2022-02,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2022-06,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2022-10,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2023-02,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2023-06,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2023-10,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2024-02,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2024-06,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2024-10,0
Msambweni,"Coastal Marginal Agricultural Mixed Farming Zone, Msambweni, Kwale, Kenya",2.0,2025-10,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",1.0,2016-06,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2016-10,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2017-02,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",3.0,2017-06,1
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",1.0,2017-10,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2018-02,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",1.0,2018-06,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",1.0,2018-12,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",1.0,2019-02,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2019-06,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2019-10,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",1.0,2020-02,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",1.0,2020-06,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2020-10,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",1.0,2021-02,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2021-06,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2021-10,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2022-02,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2022-06,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2022-10,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2023-02,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2023-06,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2023-10,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",1.0,2024-02,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",1.0,2024-06,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",1.0,2024-10,0
Mwatate,"Coastal Marginal Agricultural Mixed Farming Zone, Mwatate, Taita Taveta, Kenya",2.0,2025-10,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",1.0,2016-06,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",1.0,2016-10,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2017-02,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2017-06,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",1.0,2017-10,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",1.0,2018-02,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",1.0,2018-06,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",1.0,2018-12,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",1.0,2019-02,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2019-06,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2019-10,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2020-02,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2020-06,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2020-10,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2021-02,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2021-06,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2021-10,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2022-02,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2022-06,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2022-10,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2023-02,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2023-06,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2023-10,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2024-02,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2024-06,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2024-10,0
Rabai,"Coastal Marginal Agricultural Mixed Farming Zone, Rabai, Kilifi, Kenya",2.0,2025-10,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",1.0,2016-06,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",1.0,2016-10,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",2.0,2017-02,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",2.0,2017-06,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",1.0,2017-10,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",1.0,2018-02,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",1.0,2018-06,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",1.0,2018-12,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",1.0,2019-02,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",2.0,2019-06,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",2.0,2019-10,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",1.0,2020-02,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",1.0,2020-06,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",2.0,2020-10,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",1.0,2021-02,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",2.0,2021-06,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",2.0,2021-10,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",2.0,2022-02,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",2.0,2022-06,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",2.0,2022-10,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",2.0,2023-02,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",2.0,2023-06,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",2.0,2023-10,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",1.0,2024-02,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",1.0,2024-06,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",1.0,2024-10,0
Taveta,"Coastal Marginal Agricultural Mixed Farming Zone, Taveta, Taita Taveta, Kenya",2.0,2025-10,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",1.0,2016-06,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2016-10,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2017-02,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2017-06,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2017-10,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2018-02,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",1.0,2018-06,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",1.0,2018-12,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2019-02,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2019-06,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2019-10,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",1.0,2020-02,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",1.0,2020-06,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2020-10,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",1.0,2021-02,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2021-06,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2021-10,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2022-02,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2022-06,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2022-10,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2023-02,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2023-06,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2023-10,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",1.0,2024-02,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",1.0,2024-06,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",1.0,2024-10,0
Voi,"Coastal Marginal Agricultural Mixed Farming Zone, Voi, Taita Taveta, Kenya",2.0,2025-10,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",1.0,2016-06,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",1.0,2016-10,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",2.0,2017-02,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",2.0,2017-06,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",1.0,2017-10,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",1.0,2018-02,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",1.0,2018-06,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",1.0,2018-12,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",1.0,2019-02,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",2.0,2019-06,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",2.0,2019-10,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",1.0,2020-02,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",1.0,2020-06,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",2.0,2020-10,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",1.0,2021-02,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",1.0,2021-06,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",2.0,2021-10,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",2.0,2022-02,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",2.0,2022-06,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",2.0,2022-10,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",2.0,2023-02,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",2.0,2023-06,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",2.0,2023-10,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",1.0,2024-02,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",1.0,2024-06,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",1.0,2024-10,0
Wundanyi,"Coastal Marginal Agricultural Mixed Farming Zone, Wundanyi, Taita Taveta, Kenya",2.0,2025-10,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",1.0,2016-06,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",1.0,2016-10,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",3.0,2017-02,1
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",3.0,2017-06,1
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2017-10,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2018-02,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",1.0,2018-06,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2018-12,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2019-02,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2019-06,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",3.0,2019-10,1
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2020-02,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2020-06,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2020-10,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2021-02,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2021-06,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2021-10,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2022-02,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2022-06,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2022-10,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2023-02,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2023-06,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2023-10,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2024-02,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2024-06,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2024-10,0
Basuba,"Coastal Medium Potential Farming Zone, Basuba, Lamu East, Lamu, Kenya",2.0,2025-10,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2016-06,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2016-10,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2017-02,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2017-06,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2017-10,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2018-02,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2018-06,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2018-12,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2019-02,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2019-06,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2019-10,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2020-02,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",2.0,2020-06,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2020-10,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2021-02,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2021-06,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2021-10,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2022-02,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2022-06,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2022-10,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2023-02,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2023-06,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2023-10,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2024-02,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2024-06,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2024-10,0
Changamwe,"Coastal Medium Potential Farming Zone, Changamwe, Mombasa, Kenya",1.0,2025-10,0
Hindi,"Coastal Medium Potential Farming Zone, Hindi, Lamu West, Lamu, Kenya",1.0,2016-06,0
Hindi,"Coastal Medium Potential Farming Zone, Hindi, Lamu West, Lamu, Kenya",1.0,2016-10,0
Hindi,"Coastal Medium Potential Farming Zone, Hindi, Lamu West, Lamu, Kenya",3.0,2017-02,1
Hindi,"Coastal Medium Potential Farming Zone, Hindi, Lamu West, Lamu, Kenya",2.0,2017-06,0
Hindi,"Coastal Medium Potential Farming Zone, Hindi, Lamu West, Lamu, Kenya",2.0,2017-10,0
Hindi,"Coastal Medium Potential Farming Zone, Hindi, Lamu West, Lamu, Kenya",2.0,2018-02,0
Hindi,"Coastal Medium Potential Farming Zone, Hindi, Lamu West, Lamu, Kenya",1.0,2018-06,0
Hindi,"Coastal Medium Potential Farming Zone, Hindi, Lamu West, Lamu, Kenya",2.0,2018-12,0
Hindi,"Coastal Medium Potential Farming Zone, Hindi, Lamu West, Lamu, Kenya",2.0,2019-02,0
Hindi,"Coastal Medium Potential Farming Zone, Hindi, Lamu West, Lamu, Kenya",2.0,2019-06,0
Hindi,"Coastal Medium Potential Farming Zone, Hindi, Lamu West, Lamu, Kenya",3.0,2019-10,1
Hindi,"Coastal Medium Potential Farming Zone, Hindi, Lamu West, Lamu, Kenya",2.0,2020-02,0
Hindi,"Coastal Medium Potential Farming Zone, Hindi, Lamu West, Lamu, Kenya",2.0,2020-06,0
Hindi,"Coastal Medium Potential Farming Zone, Hindi, Lamu West, Lamu, Kenya",2.0,2020-10,0
